No,Title,Type,BodyPart,Equipment,Level,Rating
224,Seated Overhead Stretch,Stretching,Waist,Body Only,Intermediate,4.7
225,Overhead Stretch,Stretching,Waist,Body Only,Intermediate,3.9
40,Dumbbell spell caster,Strength,Biceps,Dumbbell,Beginner,9.3
705,Wide-grip barbell curl,Strength,Biceps,Barbell,Beginner,9.3
706,EZ-bar spider curl,Strength,Biceps,Barbell,Intermediate,9.2
707,Barbell Curl,Strength,Biceps,Barbell,Intermediate,9
708,Close-grip EZ-bar curl,Strength,Biceps,Barbell,Beginner,8.9
709,Preacher Curl,Strength,Biceps,Barbell,Intermediate,8.8
710,Barbell Curls Lying Against An Incline,Strength,Biceps,Barbell,Beginner,8.8
711,Seated Close-Grip Concentration Barbell Curl,Strength,Biceps,Barbell,Beginner,8.8
712,Close-grip barbell curl,Strength,Biceps,Barbell,Beginner,8.6
713,Drag curl,Strength,Biceps,Barbell,Beginner,8.5
714,Reverse-grip barbell curl,Strength,Biceps,Barbell,Intermediate,8.2
715,Lying High Bench Barbell Curl,Strength,Biceps,Barbell,Beginner,5.8
731,Incline Hammer Curls,Strength,Biceps,Dumbbell,Beginner,9.5
732,Hammer Curls,Strength,Biceps,Dumbbell,Intermediate,9.1
733,Biceps curl to shoulder press,Strength,Biceps,Dumbbell,Beginner,9.1
734,Concentration curl,Strength,Biceps,Dumbbell,Intermediate,9
735,Flexor Incline Dumbbell Curls,Strength,Biceps,Dumbbell,Beginner,9
736,Dumbbell Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,8.9
737,Cross-body hammer curl,Strength,Biceps,Dumbbell,Beginner,8.9
738,Dumbbell Alternate Bicep Curl,Strength,Biceps,Dumbbell,Intermediate,8.7
739,Single-arm dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,8.7
740,Alternate Incline Dumbbell Curl,Strength,Biceps,Dumbbell,Intermediate,8.7
741,Standing concentration curl,Strength,Biceps,Dumbbell,Beginner,8.7
742,Alternating incline dumbbell Biceps curl,Strength,Biceps,Dumbbell,Intermediate,8.6
743,Alternate Hammer Curl,Strength,Biceps,Dumbbell,Intermediate,8.6
744,Seated dumbbell Biceps curl,Strength,Biceps,Dumbbell,Intermediate,8.6
745,Preacher Hammer Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,8.6
746,Dumbbell preacher curl,Strength,Biceps,Dumbbell,Intermediate,8.3
747,Lying Supine Dumbbell Curl,Strength,Biceps,Dumbbell,Beginner,8.3
748,Standing Dumbbell Reverse Curl,Strength,Biceps,Dumbbell,Beginner,8.1
749,Palms-out incline Biceps curl,Strength,Biceps,Dumbbell,Beginner,8
750,Straight-arm plank with Biceps curl,Strength,Biceps,Dumbbell,Beginner,7.7
751,Face-down incline dumbbell Biceps curl,Strength,Biceps,Dumbbell,Beginner,7.6
752,Seated Dumbbell Inner Biceps Curl,Strength,Biceps,Dumbbell,Beginner,7.4
753,Standing Inner-Biceps Curl,Strength,Biceps,Dumbbell,Beginner,7.4
810,Reverse Plate Curls,Strength,Biceps,Other,Beginner,7.2
816,Overhead cable curl,Strength,Biceps,Cable,Intermediate,9
817,Standing One-Arm Cable Curl,Strength,Biceps,Cable,Beginner,8.8
818,Reverse Cable Curl,Strength,Biceps,Cable,Beginner,8.7
819,Standing Biceps Cable Curl,Strength,Biceps,Cable,Intermediate,8.5
820,Cable rope hammer curl,Strength,Biceps,Cable,Intermediate,8.2
821,Lying cable Biceps curl,Strength,Biceps,Cable,Beginner,8.2
822,Cable rope preacher hammer curl,Strength,Biceps,Cable,Beginner,7.5
823,Lying Close-Grip Bar Curl On High Pulley,Strength,Biceps,Cable,Beginner,7.1
846,Machine Bicep Curl,Strength,Biceps,Machine,Beginner,9
847,Machine Preacher Curls,Strength,Biceps,Machine,Beginner,8.3
858,EZ-Bar Curl,Strength,Biceps,E-Z Curl Bar,Intermediate,9.1
859,Reverse Barbell Preacher Curls,Strength,Biceps,E-Z Curl Bar,Beginner,8.8
860,Close-Grip EZ-Bar Curl with Band,Strength,Biceps,E-Z Curl Bar,Beginner,7.9
1179,Palms-down wrist curl over bench,Strength,Biceps,Barbell,Intermediate,9.5
1180,Palms-up wrist curl over bench,Strength,Biceps,Barbell,Intermediate,9.4
1181,Standing behind-the-back wrist curl,Strength,Biceps,Barbell,Beginner,9.3
1182,Seated finger curl,Strength,Biceps,Barbell,Beginner,9.3
1183,Seated palms-up wrist curl,Strength,Biceps,Barbell,Intermediate,8.7
1184,Bottoms-Up Clean From The Hang Position,Strength,Biceps,Kettlebells,Beginner,8.3
1185,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Strength,Biceps,Dumbbell,Beginner,9
1186,Palms-Up Dumbbell Wrist Curl Over A Bench,Strength,Biceps,Dumbbell,Beginner,8.6
1187,Seated palms-down wrist curl,Strength,Biceps,Dumbbell,Beginner,8.4
1188,Palms-Down Dumbbell Wrist Curl Over A Bench,Strength,Biceps,Dumbbell,Beginner,8.4
1189,Seated One-Arm Dumbbell Palms-Down Wrist Curl,Strength,Biceps,Dumbbell,Beginner,8.3
1190,Seated Dumbbell Palms-Up Wrist Curl,Strength,Biceps,Dumbbell,Beginner,6.2
1191,Partner farmer's walk,Strength,Biceps,Dumbbell,Beginner,5.3
1197,Wrist Roller,Strength,Biceps,Other,Beginner,9.1
1198,Standing Olympic Plate Hand Squeeze,Strength,Biceps,Other,Beginner,8.6
1199,Plate Pinch,Strength,Biceps,Other,Beginner,8.3
1203,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Strength,Biceps,Cable,Beginner,9.2
1204,Cable Wrist Curl,Strength,Biceps,Cable,Beginner,7.8
2772,Incline EZ-bar skullcrusher,Strength,Biceps,Barbell,Intermediate,8.9
2773,Decline Close-Grip Bench To Skull Crusher,Strength,Biceps,Barbell,Beginner,8.9
2775,Behind-the-head skullcrusher,Strength,Biceps,Barbell,Intermediate,8.7
2776,Standing barbell overhead Biceps extension,Strength,Biceps,Barbell,Intermediate,8.6
2777,Reverse-grip bench press,Strength,Biceps,Barbell,Intermediate,8.3
2780,One Arm Floor Press,Strength,Biceps,Barbell,Beginner,7.3
2792,Seated Biceps press,Strength,Biceps,Dumbbell,Intermediate,8.9
2793,Tricep Dumbbell Kickback,Strength,Biceps,Dumbbell,Intermediate,8.8
2794,Standing Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Intermediate,8.8
2795,Double-arm Biceps kick-back,Strength,Biceps,Dumbbell,Intermediate,8.8
2796,Single-arm dumbbell Biceps extension,Strength,Biceps,Dumbbell,Intermediate,8.5
2797,Decline Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Beginner,8.5
2798,Dumbbell skullcrusher,Strength,Biceps,Dumbbell,Intermediate,8.4
2799,One Arm Pronated Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Beginner,8.4
2800,One Arm Supinated Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Beginner,8.4
2801,Seated Bent-Over Two-Arm Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Beginner,8.2
2802,Tate Press,Strength,Biceps,Dumbbell,Beginner,8.1
2803,Standing Bent-Over One-Arm Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Intermediate,7.9
2804,Seated Bent-Over One-Arm Dumbbell Biceps Extension,Strength,Biceps,Dumbbell,Beginner,7.5
2805,Dumbbell Tricep Extension -Pronated Grip,Strength,Biceps,Dumbbell,Beginner,6.3
2833,Cable V-bar push-down,Strength,Biceps,Cable,Intermediate,9.1
2834,Reverse Grip Biceps Pushdown,Strength,Biceps,Cable,Intermediate,9
2835,Kneeling cable Biceps extension,Strength,Biceps,Cable,Intermediate,9
2836,Single-arm cable Biceps extension,Strength,Biceps,Cable,Intermediate,8.9
2837,Dip Machine,Strength,Biceps,Cable,Intermediate,8.8
2838,Biceps Pushdown,Strength,Biceps,Cable,Intermediate,8.6
2839,Low cable overhead Biceps extension,Strength,Biceps,Cable,Intermediate,8.6
2840,Lying cable Biceps extension,Strength,Biceps,Cable,Intermediate,8.6
2841,Low Cable Biceps Extension,Strength,Biceps,Cable,Beginner,8.2
2842,Cable overhead Biceps extension,Strength,Biceps,Cable,Intermediate,8.1
2843,Single-arm low cable Biceps extension,Strength,Biceps,Cable,Intermediate,8
2844,Incline cable straight-bar Biceps extension,Strength,Biceps,Cable,Intermediate,7.1
2875,Machine Biceps Extension,Strength,Biceps,Machine,Intermediate,7.4
2882,Biceps dip,Strength,Biceps,Body Only,Intermediate,9.4
2883,Weighted bench dip,Strength,Biceps,Body Only,Intermediate,9.1
2884,Push-Ups - Close Biceps Position,Strength,Biceps,Body Only,Intermediate,9
2885,Parallel Bar Dip,Strength,Biceps,Body Only,Intermediate,8.8
2886,Ring dip,Strength,Biceps,Body Only,Intermediate,8.8
2887,Feet-elevated bench dip,Strength,Biceps,Body Only,Intermediate,8.7
2888,Bodyweight Biceps press,Strength,Biceps,Body Only,Intermediate,8.2
2889,Standing Towel Biceps Extension,Strength,Biceps,Body Only,Beginner,6.5
2911,Decline EZ-bar skullcrusher,Strength,Biceps,E-Z Curl Bar,Intermediate,9.3
2912,EZ-Bar Skullcrusher,Strength,Biceps,E-Z Curl Bar,Intermediate,9
2913,EZ-bar skullcrusher-,Strength,Biceps,E-Z Curl Bar,Intermediate,8.1
2914,Lying Close-Grip Barbell Biceps Press To Chin,Strength,Biceps,E-Z Curl Bar,Beginner,8.1
704,Brachialis SMR,Stretching,Biceps,Foam Roll,Beginner,3.2
811,Standing Biceps Stretch,Stretching,Biceps,Other,Beginner,7.1
852,Seated Biceps,Stretching,Biceps,Body Only,Beginner,5
1206,Wrist Circles,Stretching,Biceps,Body Only,Beginner,2.5
1207,Kneeling Forearm Stretch,Stretching,Biceps,None,Beginner,5.2
2890,Tricep Side Stretch,Stretching,Biceps,Body Only,Intermediate,5.5
2891,Biceps Stretch,Stretching,Biceps,Body Only,Intermediate,4.8
2892,Overhead Biceps,Stretching,Biceps,Body Only,Beginner,3.3
716,Seated wide-grip curl to close-grip curl,Strength,Biceps,Barbell,Beginner,0
717,Seated Straigh-Bar Curl Superset,Strength,Biceps,Barbell,Beginner,0
812,Suspended Curl,Strength,Biceps,Other,Beginner,0
813,Plate hammer curl,Strength,Biceps,Other,Beginner,0
1337,Sled push-,Cardio,Thigh,Other,Beginner,7.4
2000,Bicycling,Cardio,Thigh,Other,Intermediate,8.9
2002,Skating,Cardio,Thigh,Other,Beginner,8.4
2066,Stair climber,Cardio,Thigh,Machine,Intermediate,9.1
2068,Elliptical trainer,Cardio,Thigh,Machine,Intermediate,8.8
2071,Stairmaster,Cardio,Thigh,Machine,Intermediate,8.8
2075,Treadmill running,Cardio,Thigh,Machine,Intermediate,8.4
2076,Stationary bike,Cardio,Thigh,Machine,Intermediate,8.3
2077,Treadmill jogging,Cardio,Thigh,Machine,Intermediate,8.3
2078,Recumbent Bike,Cardio,Thigh,Machine,Beginner,8.2
2118,Jumping rope,Cardio,Thigh,Body Only,Intermediate,9.2
2123,Burpee,Cardio,Thigh,Body Only,Intermediate,8.8
2124,Trail Running/Walking,Cardio,Thigh,Body Only,Intermediate,8.7
2130,Treadmill walking,Cardio,Thigh,Body Only,Intermediate,8.2
2134,Walking High Knees,Cardio,Thigh,Body Only,Intermediate,7.8
662,Band Hip Adductions,Strength,Thigh,Bands,Beginner,8.6
669,Thigh adductor,Strength,Thigh,Machine,Intermediate,9
670,Thigh abductor,Strength,Thigh,Machine,Intermediate,8.2
673,Fire Hydrant,Strength,Thigh,Body Only,Beginner,8
677,Monster Walk,Strength,Thigh,Body Only,Intermediate,6.7
1292,Barbell Deadlift,Strength,Thigh,Barbell,Intermediate,9.4
1299,Power clean,Strength,Thigh,Barbell,Intermediate,8.7
1304,Barbell stiff-legged deadlift,Strength,Thigh,Barbell,Intermediate,8.3
1305,Romanian Deadlift,Strength,Thigh,Barbell,Intermediate,8.1
1317,Kettlebell pass-through lunge,Strength,Thigh,Kettlebells,Intermediate,8.7
1318,Kettlebell One-Legged Deadlift,Strength,Thigh,Kettlebells,Intermediate,8.6
1319,Single-arm kettlebell clean,Strength,Thigh,Kettlebells,Beginner,8.6
1320,Single-leg kettlebell deadlift,Strength,Thigh,Kettlebells,Intermediate,8.2
1321,Romanian Deadlift with Kettlebell,Strength,Thigh,Kettlebells,Beginner,8
1322,Single-arm kettlebell swing,Strength,Thigh,Kettlebells,Intermediate,7.4
1323,Kettlebell Dead Clean,Strength,Thigh,Kettlebells,Beginner,5.3
1324,Alternating Hang Clean,Strength,Thigh,Kettlebells,Beginner,4.9
1329,Romanian Deadlift With Dumbbells,Strength,Thigh,Dumbbell,Beginner,9.4
1330,Stiff-Legged Dumbbell Deadlift,Strength,Thigh,Dumbbell,Intermediate,8.8
1348,Lying Leg Curls,Strength,Thigh,Machine,Beginner,8.9
1350,Reverse Hyperextension,Strength,Thigh,Machine,Beginner,8
1351,Seated Leg Curl,Strength,Thigh,Machine,Intermediate,7.9
1352,Standing Leg Curl,Strength,Thigh,Machine,Beginner,7.4
1353,Smith machine stiff-legged deadlift,Strength,Thigh,Machine,Beginner,7
1367,Natural Glute Ham Raise,Strength,Thigh,Body Only,Beginner,9.1
1402,Glute ham raise-,Strength,Thigh,None,Beginner,9.1
1408,Exercise ball leg curl,Strength,Thigh,Exercise Ball,Intermediate,8.8
1781,Single-leg depth squat,Strength,Thigh,Bands,Intermediate,9
1782,Squats - With Bands,Strength,Thigh,Bands,Beginner,5.8
1799,Barbell Full Squat,Strength,Thigh,Barbell,Intermediate,9.4
1804,Barbell walking lunge,Strength,Thigh,Barbell,Intermediate,9.2
1806,Narrow-stance squat,Strength,Thigh,Barbell,Expert,9
1808,Weighted Jump Squat,Strength,Thigh,Barbell,Beginner,9
1810,Barbell Squat,Strength,Thigh,Barbell,Intermediate,8.9
1811,Barbell front squat,Strength,Thigh,Barbell,Intermediate,8.9
1812,Barbell forward lunge,Strength,Thigh,Barbell,Expert,8.8
1813,Smith machine box squat,Strength,Thigh,Barbell,Intermediate,8.8
1814,Barbell step-up,Strength,Thigh,Barbell,Intermediate,8.7
1815,Barbell Bulgarian split squat,Strength,Thigh,Barbell,Intermediate,8.5
1817,Barbell hack squat,Strength,Thigh,Barbell,Expert,8.5
1818,Hack Squat,Strength,Thigh,Barbell,Intermediate,8.4
1819,Barbell thruster,Strength,Thigh,Barbell,Intermediate,8.3
1822,Barbell back squat,Strength,Thigh,Barbell,Intermediate,8.2
1823,Zercher squat,Strength,Thigh,Barbell,Intermediate,8.1
1824,Jefferson Squats,Strength,Thigh,Barbell,Beginner,8
1826,Barbell side split squat,Strength,Thigh,Barbell,Intermediate,7.8
1828,Barbell speed squat,Strength,Thigh,Barbell,Intermediate,7.7
1829,Single-arm side deadlift,Strength,Thigh,Barbell,Expert,7.5
1830,Barbell Squat To A Bench,Strength,Thigh,Barbell,Intermediate,7.4
1832,Front Barbell Squat To A Bench,Strength,Thigh,Barbell,Beginner,5.3
1872,Front Squats With Two Kettlebells,Strength,Thigh,Kettlebells,Beginner,9.2
1873,Kettlebell Pistol Squat,Strength,Thigh,Kettlebells,Beginner,9.1
1874,Goblet Squat,Strength,Thigh,Kettlebells,Intermediate,8.7
1875,Kettlebell Curtsy Lunge,Strength,Thigh,Kettlebells,Beginner,7.7
1876,Single-arm kettlebell overhead squat,Strength,Thigh,Kettlebells,Expert,7
1915,Dumbbell Goblet Squat,Strength,Thigh,Dumbbell,Intermediate,8.9
1916,Dumbbell squat,Strength,Thigh,Dumbbell,Intermediate,8.9
1917,Dumbbell Lunges,Strength,Thigh,Dumbbell,Intermediate,8.8
1918,Dumbbell reverse lunge,Strength,Thigh,Dumbbell,Intermediate,8.7
1919,Split Squat with Dumbbells,Strength,Thigh,Dumbbell,Intermediate,8.6
1920,Dumbbell sumo squat,Strength,Thigh,Dumbbell,Intermediate,8.3
1922,Dumbbell step-up,Strength,Thigh,Dumbbell,Intermediate,8.2
1923,Dumbbell Walking Lunge,Strength,Thigh,Dumbbell,Intermediate,7.3
1924,Dumbbell Squat To A Bench,Strength,Thigh,Dumbbell,Beginner,7
2001,Hex-bar deadlift,Strength,Thigh,Other,Intermediate,8.8
2003,Weighted sissy squat,Strength,Thigh,Other,Intermediate,8.4
2004,Dumbbell step-up,Strength,Thigh,Dumbbell,Intermediate,8.2
2007,Weighted Squat,Strength,Thigh,Other,Beginner,7.2
2011,Barbell squat with plate slide,Strength,Thigh,Other,Intermediate,6.7
2012,Suspended split squat,Strength,Thigh,Other,Intermediate,6.5
2062,Cable Hip Adduction,Strength,Thigh,Cable,Beginner,8.2
2063,Cable Deadlifts,Strength,Thigh,Cable,Beginner,7.7
2065,Single-Leg Press,Strength,Thigh,Machine,Intermediate,9.6
2067,Leg Press,Strength,Thigh,Machine,Intermediate,8.8
2069,Narrow-stance leg press,Strength,Thigh,Machine,Intermediate,8.8
2070,Narrow Stance Hack Squats,Strength,Thigh,Machine,Beginner,8.8
2072,Machine Squat,Strength,Thigh,Machine,Intermediate,8.8
2073,Smith machine back squat,Strength,Thigh,Machine,Intermediate,8.7
2074,Leg Extensions,Strength,Thigh,Machine,Intermediate,8.5
2079,Smith machine leg press,Strength,Thigh,Machine,Intermediate,8
2080,Lying Machine Squat,Strength,Thigh,Machine,Intermediate,8
2081,Seated Leg Press,Strength,Thigh,Machine,Intermediate,7.7
2082,Smith machine pistol squat,Strength,Thigh,Machine,Intermediate,7
2119,Forward lunge,Strength,Thigh,Body Only,Intermediate,9
2121,Bodyweight squat,Strength,Thigh,Body Only,Intermediate,8.8
2127,Biceps-crossed jump squat,Strength,Thigh,Body Only,Intermediate,8.4
2128,Bodyweight Reverse Lunge,Strength,Thigh,Body Only,Intermediate,8.3
2133,Bodyweight Walking Lunge,Strength,Thigh,Body Only,Intermediate,8
2135,Lateral lunge,Strength,Thigh,Body Only,Intermediate,7.8
665,Iliotibial band SMR,Stretching,Thigh,Foam Roll,Intermediate,8.2
666,Adductor SMR,Stretching,Thigh,Foam Roll,Beginner,4
667,Lying Bent Leg Groin,Stretching,Thigh,Other,Beginner,2.8
671,Standing Hip Circles,Stretching,Thigh,Body Only,Beginner,8.8
672,Groiners,Stretching,Thigh,Body Only,Beginner,8.8
674,Windmills,Stretching,Thigh,Body Only,Intermediate,8
675,Side Leg Raises,Stretching,Thigh,Body Only,Beginner,7.7
678,Side Lying Groin Stretch,Stretching,Thigh,Body Only,Intermediate,3.8
679,IT Band and Glute Stretch,Stretching,Thigh,Body Only,Intermediate,2.4
680,Single-leg lying cross-over stretch,Stretching,Thigh,Body Only,Beginner,1.6
698,Groin and Back Stretch,Stretching,Thigh,None,Beginner,7.1
699,Adductor/Groin,Stretching,Thigh,None,Beginner,3.6
1290,Standing Hamstring and Calf Stretch,Stretching,Thigh,Bands,Intermediate,6.7
1291,Hamstring-SMR,Stretching,Thigh,Foam Roll,Beginner,5.5
1338,Lying Hamstring,Stretching,Thigh,Other,Beginner,6.3
1339,Chair Leg Extended Stretch,Stretching,Thigh,Other,Beginner,2.4
1368,Standing leg swing,Stretching,Thigh,Body Only,Beginner,8.4
1371,Leg-Up Hamstring Stretch,Stretching,Thigh,Body Only,Intermediate,7.8
1372,Inchworm,Stretching,Thigh,Body Only,Beginner,7.5
1374,Lying groin stretch with band,Stretching,Thigh,Body Only,Intermediate,6.7
1375,90/90 Hamstring,Stretching,Thigh,Body Only,Beginner,5
1376,World's greatest stretch,Stretching,Thigh,Body Only,Intermediate,4.4
1377,The Straddle,Stretching,Thigh,Body Only,Intermediate,4.3
1403,Lying hamstring stretch with band,Stretching,Thigh,None,Beginner,5.9
1404,Upper Back-Leg Grab,Stretching,Thigh,None,Beginner,5.4
1405,Seated Hamstring,Stretching,Thigh,None,Beginner,5.3
1406,Alternating lunge jump,Stretching,Thigh,None,Beginner,4.2
1407,Runner's Stretch,Stretching,Thigh,None,Intermediate,3.6
1797,Thigh SMR,Stretching,Thigh,Foam Roll,Intermediate,5.4
2013,Intermediate Hip Flexor and Quad Stretch,Stretching,Thigh,Other,Beginner,6.3
2141,Kneeling hip flexor stretch,Stretching,Thigh,Body Only,Intermediate,5.4
2142,Iron Crosses (stretch),Stretching,Thigh,Body Only,Intermediate,5.2
2143,All Fours Quad Stretch,Stretching,Thigh,Body Only,Beginner,5
2144,Lying quad stretch with band,Stretching,Thigh,Body Only,Intermediate,4.9
2145,One Half Locust,Stretching,Thigh,Body Only,Intermediate,4.7
2146,Standing Hip Flexors,Stretching,Thigh,Body Only,Intermediate,4.4
2147,Looking At Ceiling,Stretching,Thigh,Body Only,Intermediate,4.3
2148,Rear Leg Raises,Stretching,Thigh,Body Only,Beginner,3.4
2149,On Your Side Quad Stretch,Stretching,Thigh,Body Only,Intermediate,3.3
2150,On-Your-Back Quad Stretch,Stretching,Thigh,Body Only,Intermediate,3.3
2151,Standing Elevated Quad Stretch,Stretching,Thigh,Body Only,Intermediate,2.7
2419,Sit Squats,Stretching,Thigh,None,Beginner,6.1
2420,Frog Hops,Stretching,Thigh,None,Beginner,3.9
8,Barbell roll-out,Strength,Waist,Barbell,Intermediate,8.9
9,Barbell Ab Rollout - On Knees,Strength,Waist,Barbell,Intermediate,8.9
10,Decline bar press sit-up,Strength,Waist,Barbell,Intermediate,8.5
11,Bench barbell roll-out,Strength,Waist,Barbell,Beginner,8.3
12,Barbell Side Bend,Strength,Waist,Barbell,Beginner,7
13,Seated bar twist,Strength,Waist,Barbell,Intermediate,4.7
20,Advanced Kettlebell Windmill,Strength,Waist,Kettlebells,Beginner,8.3
21,Kettlebell Windmill,Strength,Waist,Kettlebells,Intermediate,7.7
22,Kettlebell Pass Between The Legs,Strength,Waist,Kettlebells,Beginner,7.3
39,Dumbbell V-Sit Cross Jab,Strength,Waist,Dumbbell,Intermediate,9.3
41,Dumbbell side bend,Strength,Waist,Dumbbell,Intermediate,8.6
88,Landmine twist,Strength,Waist,Other,Intermediate,9.5
89,Suspended ab fall-out,Strength,Waist,Other,Intermediate,9.3
90,Decline reverse crunch,Strength,Waist,Other,Intermediate,9.2
91,Plate Twist,Strength,Waist,Other,Beginner,9
92,Weighted Crunches,Strength,Waist,Other,Intermediate,8.9
93,Ab Roller,Strength,Waist,Other,Intermediate,8.9
94,Otis-Up,Strength,Waist,Other,Intermediate,8.8
95,Captain's chair knee raise,Strength,Waist,Other,Intermediate,8.6
97,Decline bar press sit-up,Strength,Waist,Barbell,Intermediate,8.5
98,Pallof press,Strength,Waist,Other,Intermediate,8.4
99,Weighted Sit-Ups - With Bands,Strength,Waist,Other,Intermediate,8
150,Standing cable low-to-high twist,Strength,Waist,Cable,Intermediate,9.3
151,Single-arm high-cable side bend,Strength,Waist,Cable,Intermediate,9.1
152,Kneeling cable oblique crunch,Strength,Waist,Cable,Intermediate,9
153,Kneeling cable crunch,Strength,Waist,Cable,Intermediate,8.9
154,Rope Crunch,Strength,Waist,Cable,Intermediate,8.6
155,Standing cable crunch,Strength,Waist,Cable,Intermediate,8.6
156,Bosu Ball Cable Crunch With Side Bends,Strength,Waist,Cable,Beginner,8.5
157,Standing Cable Wood Chop,Strength,Waist,Cable,Intermediate,8.2
158,Cable reverse crunch,Strength,Waist,Cable,Beginner,8.2
159,Cable Russian Twists,Strength,Waist,Cable,Beginner,8.1
160,Pallof press with rotation,Strength,Waist,Cable,Intermediate,7.9
161,Cable Seated Crunch,Strength,Waist,Cable,Beginner,7.7
162,Cable Judo Flip,Strength,Waist,Cable,Beginner,5
180,Ab Crunch Machine,Strength,Waist,Machine,Intermediate,8
181,Smith machine straight-legged hip raise,Strength,Waist,Machine,Intermediate,8
185,Elbow plank,Strength,Waist,Body Only,Intermediate,9.3
186,Bottoms Up,Strength,Waist,Body Only,Intermediate,9.3
187,Spider crawl,Strength,Waist,Body Only,Intermediate,9.2
188,Cocoons,Strength,Waist,Body Only,Intermediate,9.1
189,Cross-Body Crunch,Strength,Waist,Body Only,Intermediate,9.1
190,Elbow-to-knee crunch,Strength,Waist,Body Only,Intermediate,9.1
191,Decline Crunch,Strength,Waist,Body Only,Intermediate,9
192,Hanging toes-to-bar,Strength,Waist,Body Only,Intermediate,9
193,Hanging Oblique Knee Raise,Strength,Waist,Body Only,Intermediate,9
194,Gorilla Chin/Crunch,Strength,Waist,Body Only,Beginner,9
195,Hanging leg raise,Strength,Waist,Body Only,Intermediate,8.9
197,Ab bicycle,Strength,Waist,Body Only,Intermediate,8.8
198,3/4 sit-up,Strength,Waist,Body Only,Intermediate,8.8
199,Reverse crunch,Strength,Waist,Body Only,Intermediate,8.8
200,Crunches,Strength,Waist,Body Only,Intermediate,8.7
201,Dead bug reach,Strength,Waist,Body Only,Intermediate,8.6
202,Crunch - Hands Overhead,Strength,Waist,Body Only,Beginner,8.6
203,V-up,Strength,Waist,Body Only,Intermediate,8.5
205,Russian twist,Strength,Waist,Body Only,Intermediate,8.4
206,Flat Bench Lying Leg Raise,Strength,Waist,Body Only,Intermediate,8.4
207,Knees tucked crunch,Strength,Waist,Body Only,Intermediate,8.4
208,Butt-Ups,Strength,Waist,Body Only,Beginner,8.3
209,Feet-elevated oblique crunch,Strength,Waist,Body Only,Intermediate,8.3
210,Bent-knee reverse crunch,Strength,Waist,Body Only,Intermediate,8.1
211,Alternating heel-touch,Strength,Waist,Body Only,Intermediate,8
212,Suspended Reverse Crunch,Strength,Waist,Body Only,Intermediate,7.8
213,Lying bench reverse crunch,Strength,Waist,Body Only,Intermediate,7.7
214,Sit-up,Strength,Waist,Body Only,Intermediate,7.5
215,Side Bridge,Strength,Waist,Body Only,Intermediate,7.5
216,Lying oblique crunch,Strength,Waist,Body Only,Intermediate,7.4
217,Janda Sit-Up,Strength,Waist,Body Only,Beginner,7.4
218,Leg Pull-In,Strength,Waist,Body Only,Beginner,7.4
219,Side Jackknife,Strength,Waist,Body Only,Intermediate,7.3
619,Dumbbell suitcase crunch,Strength,Waist,Medicine Ball,Intermediate,9
637,Decline oblique crunch,Strength,Waist,None,Intermediate,8.5
640,Exercise Ball Pull-In,Strength,Waist,Exercise Ball,Intermediate,8.9
641,Exercise ball crunch,Strength,Waist,Exercise Ball,Intermediate,8.4
642,Feet-elevated crunch,Strength,Waist,Exercise Ball,Intermediate,7.3
643,Weighted Ball Side Bend,Strength,Waist,Exercise Ball,Beginner,6.4
204,Stomach Vacuum,Stretching,Waist,Body Only,Beginner,8.5
220,Scissor Kick,Stretching,Waist,Body Only,Intermediate,7
221,Toe Touchers,Stretching,Waist,Body Only,Intermediate,6.9
222,Lower Back Curl,Stretching,Waist,Body Only,Intermediate,6.5
223,Exercise ball torso rotation,Stretching,Waist,Body Only,Intermediate,5
224,Seated Overhead Stretch,Stretching,Waist,Body Only,Intermediate,4.7
225,Overhead Stretch,Stretching,Waist,Body Only,Intermediate,3.9
40,Dumbbell spell caster,Strength,Biceps,Dumbbell,Beginner,9.3
705,Wide-grip barbell curl,Strength,Biceps,Barbell,Beginner,9.3
706,EZ-bar spider curl,Strength,Biceps,Barbell,Intermediate,9.2
707,Barbell Curl,Strength,Biceps,Barbell,Intermediate,9
708,Close-grip EZ-bar curl,Strength,Biceps,Barbell,Beginner,8.9
709,Preacher Curl,Strength,Biceps,Barbell,Intermediate,8.8
710,Barbell Curls Lying Against An Incline,Strength,Biceps,Barbell,Beginner,8.8
711,Seated Close-Grip Concentration Barbell Curl,Strength,Biceps,Barbell,Beginner,8.8
712,Close-grip barbell curl,Strength,Biceps,Barbell,Beginner,8.6
713,Drag curl,Strength,Biceps,Barbell,Beginner,8.5
714,Reverse-grip barbell curl,Strength,Biceps,Barbell,Intermediate,8.2
715,Lying High Bench Barbell Curl,Strength,Biceps,Barbell,Beginner,5.8
731,Incline Hammer Curls,Strength,Biceps,Dumbbell,Beginner,9.5
